"","chromosome","start","end","sampleFrequency","gainFrequency","lossFrequency","gainProportion","lossProportion"
"12105","chr10",104573582,104591624,31,1,0,0.032258064516129,0
"12106","chr5",100710620,104592578,31,0,0,0,0
"12107","chr10",104591625,104593574,31,1,0,0.032258064516129,0
"12108","chr5",104592579,104594003,31,1,0,0.032258064516129,0
"12109","chr6",104407084,104603380,31,0,0,0,0
"12110","chr6",104603381,104604228,31,1,0,0.032258064516129,0
"12111","chr6",104604229,104604499,31,2,0,0.0645161290322581,0
"12112","chr9",104236865,104609817,31,0,0,0,0
"12113","chr9",104609818,104609892,31,0,1,0,0.032258064516129
"12114","chr9",104609893,104609967,31,0,10,0,0.32258064516129
"12115","chr9",104609968,104610793,31,0,25,0,0.806451612903226
"12116","chr6",104604500,104611942,31,2,0,0.0645161290322581,0
"12117","chr6",104611943,104613939,31,2,0,0.0645161290322581,0
"12118","chr6",104613940,104615635,31,1,0,0.032258064516129,0
"12119","chr6",104615636,104617924,31,0,0,0,0
"12120","chr6",104617925,104619049,31,0,0,0,0
"12121","chr2",104491287,104683506,31,0,0,0,0
"12122","chr10",104593575,104721113,31,0,0,0,0
"12123","chr14",104533581,104756177,31,0,0,0,0
"12124","chr10",104721114,104757475,31,0,0,0,0
"12125","chr7",104442138,104770597,31,0,0,0,0
"12126","chr7",104770598,104802609,31,0,0,0,0
"12127","chr5",104594004,104837221,31,0,0,0,0
"12128","chr5",104837222,104838560,31,0,0,0,0
"12129","chr5",104838561,104838565,29,0,0,0,0
"12130","chr13",104288157,104854730,31,0,0,0,0
"12131","chr3",104025918,104857347,31,0,0,0,0
"12132","chr14",104756178,104864651,31,0,0,0,0
"12133","chr14",104864652,104865484,31,0,0,0,0
"12134","chr14",104865485,104896902,31,0,0,0,0
"12135","chr14",104896903,104896977,31,0,0,0,0
"12136","chr13",104854731,104898509,31,0,0,0,0
"12137","chr7",104802610,104913309,31,0,0,0,0
"12138","chr7",104913310,104913384,31,0,0,0,0
"12139","chr7",104913385,104913909,31,0,0,0,0
"12140","chr2",104683507,104927918,31,0,0,0,0
"12141","chr15",104201948,104933026,31,0,0,0,0
"12142","chr15",104933027,104933027,29,0,0,0,0
"12143","chr1",104511757,104948902,31,0,0,0,0
"12144","chr3",104857348,104974454,31,0,0,0,0
"12145","chr8",104540574,104983311,31,0,0,0,0
"12146","chr2",104927919,104995010,31,0,0,0,0
"12147","chr2",104995011,104996209,31,0,1,0,0.032258064516129
"12148","chr2",104996210,105003936,31,0,3,0,0.0967741935483871
"12149","chr2",105003937,105004007,28,0,0,0,0
"12150","chr15",104933028,105011307,31,0,0,0,0
"12151","chr8",104983312,105039141,31,0,0,0,0
"12152","chr10",104757476,105060366,31,0,0,0,0
"12153","chr8",105039142,105065279,31,0,0,0,0
"12154","chr1",104948903,105070561,31,0,0,0,0
"12155","chr4",101316735,105073288,31,0,0,0,0
"12156","chr10",105060367,105073715,31,0,0,0,0
"12157","chr4",105073289,105075594,31,0,12,0,0.387096774193548
"12158","chr5",104838566,105116095,31,0,0,0,0
"12159","chr5",105116096,105119485,31,0,0,0,0
"12160","chr1",105070562,105131344,31,0,0,0,0
"12161","chr6",104619050,105155481,31,0,0,0,0
"12162","chr14",104896978,105187374,31,0,0,0,0
"12163","chr5",105119486,105190777,31,0,0,0,0
"12164","chr5",105190778,105190852,31,0,0,0,0
"12165","chr14",105187375,105196777,31,0,0,0,0
"12166","chr5",105190853,105225029,31,0,0,0,0
"12167","chr5",105225030,105264177,31,0,0,0,0
"12168","chr5",105264178,105264267,31,0,0,0,0
"12169","chr5",105264268,105267122,31,0,0,0,0
"12170","chr6",105155482,105294614,31,0,0,0,0
"12171","chr6",105294615,105309642,31,0,0,0,0
"12172","chr6",105309643,105321279,31,0,0,0,0
"12173","chr6",105321280,105321354,31,0,2,0,0.0645161290322581
"12174","chr6",105321355,105323785,31,0,15,0,0.483870967741935
"12175","chr6",105323786,105324884,31,0,9,0,0.290322580645161
"12176","chr6",105324885,105328258,31,0,0,0,0
"12177","chr15",105011308,105433303,31,0,0,0,0
"12178","chr15",105433304,105433378,31,15,0,0.483870967741935,0
"12179","chr15",105433379,105437135,31,19,0,0.612903225806452,0
"12180","chr4",105075595,105472087,31,0,0,0,0
"12181","chr4",105472088,105473290,31,0,8,0,0.258064516129032
"12182","chr15",105437136,105597048,31,0,0,0,0
"12183","chr15",105597049,105597123,31,0,0,0,0
"12184","chr2",105004008,105689553,31,0,0,0,0
"12185","chr2",105689554,105689710,31,0,2,0,0.0645161290322581
"12186","chr2",105689711,105689785,31,0,7,0,0.225806451612903
"12187","chr2",105689786,105701010,31,0,9,0,0.290322580645161
"12188","chr2",105701011,105710212,31,0,5,0,0.161290322580645
"12189","chr15",105597124,105718481,31,0,0,0,0
"12190","chr10",105073716,105784423,31,0,0,0,0
"12191","chr10",105784424,105785711,31,0,0,0,0
"12192","chr10",105785712,105786311,31,0,0,0,0
"12193","chr10",105786312,105786611,31,2,0,0.0645161290322581,0
"12194","chr10",105786612,105787136,31,3,0,0.0967741935483871,0
"12195","chr10",105787137,105796367,31,4,0,0.129032258064516,0
"12196","chr10",105796368,105796967,31,3,0,0.0967741935483871,0
"12197","chr10",105796968,105799945,31,2,0,0.0645161290322581,0
"12198","chr10",105799946,105800395,31,1,0,0.032258064516129,0
"12199","chr10",105800396,105819034,31,0,0,0,0
"12200","chr10",105819035,105819334,31,0,0,0,0
"12201","chr15",105718482,105842980,31,0,0,0,0
"12202","chr15",105842981,105849986,31,1,0,0.032258064516129,0
"12203","chr15",105849987,105851562,31,2,0,0.0645161290322581,0
"12204","chr15",105851563,105854919,31,1,0,0.032258064516129,0
"12205","chr14",105196778,105981900,31,0,0,0,0
"12206","chr14",105981901,105982050,31,0,0,0,0
"12207","chr6",105328259,105983890,31,0,0,0,0
"12208","chr10",105819335,106008081,31,0,0,0,0
"12209","chr10",106008082,106009471,31,0,0,0,0
"12210","chr10",106009472,106062586,31,0,0,0,0
"12211","chr10",106062587,106062964,31,0,0,0,0
"12212","chr10",106062965,106071199,31,0,0,0,0
"12213","chr14",105982051,106130833,31,0,0,0,0
"12214","chr6",105983891,106137911,31,0,0,0,0
"12215","chrX",104088838,106138074,31,0,0,0,0
"12216","chrX",106138075,106138299,31,0,0,0,0
"12217","chrX",106138300,106141502,31,0,1,0,0.032258064516129
"12218","chr6",106137912,106146645,31,0,0,0,0
"12219","chrX",106141503,106167518,23,0,1,0,0.032258064516129
"12220","chrX",106167519,106167668,31,0,3,0,0.0967741935483871
"12221","chrX",106167669,106184883,31,0,3,0,0.0967741935483871
"12222","chrX",106184884,106185108,31,0,3,0,0.0967741935483871
"12223","chrX",106185109,106186158,31,0,2,0,0.0645161290322581
"12224","chrX",106186159,106186233,31,0,2,0,0.0645161290322581
"12225","chrX",106186234,106186533,31,0,1,0,0.032258064516129
"12226","chrX",106186534,106186908,31,0,0,0,0
"12227","chrX",106186909,106201659,31,0,0,0,0
"12228","chr9",104610794,106204873,31,0,0,0,0
"12229","chr9",106204874,106207377,31,0,2,0,0.0645161290322581
"12230","chr9",106207378,106234589,30,0,2,0,0.0645161290322581
"12231","chr9",106234590,106237190,31,0,3,0,0.0967741935483871
"12232","chr5",105267123,106249094,31,0,0,0,0
"12233","chr5",106249095,106250938,31,6,0,0.193548387096774,0
"12234","chr5",106250939,106297385,31,0,0,0,0
"12235","chr14",106130834,106336083,31,0,0,0,0
"12236","chr10",106071200,106341152,31,0,0,0,0
"12237","chr5",106297386,106366784,31,0,0,0,0
"12238","chr14",106336084,106407571,31,0,0,0,0
"12239","chr14",106407572,106407737,31,0,0,0,0
"12240","chr8",105065280,106431802,31,0,0,0,0
"12241","chr8",106431803,106431952,31,0,1,0,0.032258064516129
"12242","chr7",104913910,106434831,31,0,0,0,0
"12243","chr8",106431953,106440821,31,0,2,0,0.0645161290322581
"12244","chr15",105854920,106442861,31,0,0,0,0
"12245","chr15",106442862,106444061,31,0,2,0,0.0645161290322581
"12246","chr15",106444062,106451057,31,0,3,0,0.0967741935483871
"12247","chr15",106451058,106451357,31,0,2,0,0.0645161290322581
"12248","chr15",106451358,106451432,31,0,1,0,0.032258064516129
"12249","chr9",106237191,106454426,31,0,1,0,0.032258064516129
"12250","chr15",106451433,106498168,31,0,0,0,0
"12251","chr15",106498169,106521936,31,14,0,0.451612903225806,0
"12252","chr7",106434832,106549803,31,0,0,0,0
"12253","chr10",106341153,106576790,31,0,0,0,0
"12254","chr15",106521937,106594023,31,0,0,0,0
"12255","chr7",106549804,106623562,31,0,0,0,0
"12256","chr10",106576791,106649358,31,0,0,0,0
"12257","chr10",106649359,106657377,31,1,0,0.032258064516129,0
"12258","chr7",106623563,106670300,31,0,0,0,0
"12259","chr15",106594024,106722570,31,0,0,0,0
"12260","chr15",106722571,106738980,31,0,0,0,0
"12261","chr10",106657378,106772520,31,0,0,0,0
"12262","chr10",106772521,106811794,31,0,0,0,0
"12263","chr14",106407738,106832486,31,0,0,0,0
"12264","chr14",106832487,106832636,31,0,0,0,0
"12265","chr14",106832637,106858122,31,0,0,0,0
"12266","chr14",106858123,106869039,31,0,0,0,0
"12267","chr10",106811795,106896167,31,0,0,0,0
"12268","chr6",106146646,106941654,31,0,0,0,0
"12269","chr10",106896168,106954949,31,0,0,0,0
"12270","chr10",106954950,106955408,31,0,0,0,0
"12271","chr10",106955409,106984775,31,0,0,0,0
"12272","chr10",106984776,106985075,31,0,0,0,0
"12273","chr10",106985076,107030845,31,0,0,0,0
"12274","chr6",106941655,107061443,31,0,0,0,0
"12275","chr14",106869040,107095702,31,0,0,0,0
"12276","chr6",107061444,107150533,31,0,0,0,0
"12277","chr5",106366785,107153563,31,0,0,0,0
"12278","chr5",107153564,107153576,30,0,0,0,0
"12279","chr5",107153577,107157967,31,0,0,0,0
"12280","chr4",105473291,107168306,31,0,0,0,0
"12281","chr4",107168307,107168381,31,0,1,0,0.032258064516129
"12282","chr4",107168382,107168456,31,0,2,0,0.0645161290322581
"12283","chr4",107168457,107169431,31,0,13,0,0.419354838709677
"12284","chr5",107157968,107177723,31,0,0,0,0
"12285","chr5",107177724,107178098,31,0,0,0,0
"12286","chr1",105131345,107187390,31,0,0,0,0
"12287","chr6",107150534,107187430,31,0,0,0,0
"12288","chr6",107187431,107187880,31,0,0,0,0
"12289","chr4",107169432,107195131,31,0,0,0,0
"12290","chr4",107195132,107201966,31,0,13,0,0.419354838709677
"12291","chr2",105710213,107207858,31,0,0,0,0
"12292","chr10",107030846,107211978,31,0,0,0,0
"12293","chr2",107207859,107221435,31,0,0,0,0
"12294","chr2",107221436,107221810,31,2,0,0.0645161290322581,0
"12295","chr2",107221811,107253639,31,0,0,0,0
"12296","chr5",107178099,107277569,31,0,0,0,0
"12297","chr10",107211979,107280903,31,0,0,0,0
"12298","chr10",107280904,107282178,31,0,0,0,0
"12299","chr6",107187881,107328121,31,0,0,0,0
"12300","chr5",107277570,107331420,31,0,0,0,0
"12301","chr8",106440822,107333216,31,0,0,0,0
"12302","chr15",106738981,107344873,31,0,0,0,0
"12303","chr15",107344874,107345019,31,0,1,0,0.032258064516129
"12304","chr10",107282179,107347836,31,0,0,0,0
"12305","chr5",107331421,107383591,31,0,0,0,0
"12306","chr7",106670301,107388602,31,0,0,0,0
"12307","chr8",107333217,107395799,31,0,0,0,0
"12308","chr10",107347837,107399949,31,0,0,0,0
"12309","chr15",107345020,107408005,31,1,1,0.032258064516129,0.032258064516129
"12310","chr7",107388603,107408320,31,0,0,0,0
"12311","chr5",107383592,107423574,31,1,0,0.032258064516129,0
"12312","chr1",107187391,107424385,31,0,0,0,0
"12313","chr10",107399950,107436975,31,0,0,0,0
"12314","chr5",107423575,107438371,31,2,0,0.0645161290322581,0
"12315","chrX",106201660,107439018,31,0,0,0,0
"12316","chr5",107438372,107454687,31,2,0,0.0645161290322581,0
"12317","chr1",107424386,107475361,31,0,0,0,0
"12318","chr1",107475362,107478910,31,0,7,0,0.225806451612903
"12319","chr1",107478911,107481819,24,0,0,0,0
"12320","chr15",107408006,107482986,31,1,2,0.032258064516129,0.0645161290322581
"12321","chr10",107436976,107487878,31,0,0,0,0
"12322","chr15",107482987,107490483,31,1,2,0.032258064516129,0.0645161290322581
"12323","chr15",107490484,107491478,30,1,2,0.032258064516129,0.0645161290322581
"12324","chr10",107487879,107521870,31,0,0,0,0
"12325","chr10",107521871,107522028,29,0,0,0,0
"12326","chr15",107491479,107540999,31,1,3,0.032258064516129,0.0967741935483871
"12327","chr5",107454688,107584941,31,0,0,0,0
"12328","chr10",107522029,107618321,31,0,0,0,0
"12329","chrX",107439019,107665010,31,0,0,0,0
"12330","chr6",107328122,107665055,31,0,0,0,0
"12331","chr5",107584942,107676861,31,0,0,0,0
"12332","chr6",107665056,107695066,31,0,0,0,0
"12333","chr8",107395800,107696781,31,0,0,0,0
"12334","chrX",107665011,107705750,31,0,0,0,0
"12335","chr14",107095703,107715646,31,0,0,0,0
"12336","chr14",107715647,107741133,31,0,0,0,0
"12337","chr9",106454427,107745451,31,0,0,0,0
"12338","chr14",107741134,107784960,31,0,0,0,0
"12339","chr15",107541000,107788196,31,1,2,0.032258064516129,0.0645161290322581
"12340","chr8",107696782,107794674,31,0,0,0,0
"12341","chr15",107788197,107802423,31,1,0,0.032258064516129,0
"12342","chr14",107784961,107803716,31,0,0,0,0
"12343","chr8",107794675,107808721,31,0,0,0,0
"12344","chr9",107745452,107809196,31,0,0,0,0
"12345","chr5",107676862,107823637,31,0,0,0,0
"12346","chr8",107808722,107835547,31,0,0,0,0
"12347","chr5",107823638,107840273,31,0,0,0,0
"12348","chr4",107201967,107844025,31,0,0,0,0
"12349","chr4",107844026,107844121,31,0,5,0,0.161290322580645
"12350","chr4",107844122,107845625,31,0,15,0,0.483870967741935
"12351","chr4",107845626,107851205,31,0,8,0,0.258064516129032
"12352","chr14",107803717,107854022,31,0,0,0,0
"12353","chr14",107854023,107888437,31,0,0,0,0
"12354","chr14",107888438,107888887,31,0,0,0,0
"12355","chr5",107840274,107899662,31,0,0,0,0
"12356","chr5",107899663,107900911,31,0,0,0,0
"12357","chr6",107695067,107965833,31,0,0,0,0
"12358","chr6",107965834,107965911,31,0,0,0,0
"12359","chr14",107888888,107991459,31,0,0,0,0
"12360","chr14",107991460,107992539,31,0,0,0,0
"12361","chr14",107992540,107992620,31,0,0,0,0
"12362","chr14",107992621,108015071,31,0,0,0,0
"12363","chr6",107965912,108023562,31,0,0,0,0
"12364","chr5",107900912,108059771,31,0,0,0,0
"12365","chr14",108015072,108059835,31,0,0,0,0
"12366","chr14",108059836,108060735,31,1,0,0.032258064516129,0
"12367","chr5",108059772,108074525,31,0,0,0,0
"12368","chr5",108074526,108086379,31,0,1,0,0.032258064516129
"12369","chr10",107618322,108111753,31,0,0,0,0
"12370","chr10",108111754,108111833,31,0,0,0,0
"12371","chr10",108111834,108142026,31,0,0,0,0
"12372","chr10",108142027,108142208,31,0,0,0,0
"12373","chr10",108142209,108142810,31,0,0,0,0
"12374","chr10",108142811,108143035,31,0,0,0,0
"12375","chr10",108143036,108154186,31,0,0,0,0
"12376","chr6",108023563,108161227,31,0,0,0,0
"12377","chrX",107705751,108239283,31,0,0,0,0
"12378","chr10",108154187,108249530,31,0,0,0,0
"12379","chr10",108249531,108249680,31,0,0,0,0
"12380","chr10",108249681,108249773,31,0,0,0,0
"12381","chr15",107802424,108253953,31,0,0,0,0
"12382","chr15",108253954,108262432,31,1,0,0.032258064516129,0
"12383","chr6",108161228,108348308,31,0,0,0,0
"12384","chr10",108249774,108358359,31,0,0,0,0
"12385","chr10",108358360,108375031,31,0,0,0,0
"12386","chr10",108375032,108430785,31,0,0,0,0
"12387","chr3",104974455,108432984,31,0,0,0,0
"12388","chr3",108432985,108433059,31,0,2,0,0.0645161290322581
"12389","chr3",108433060,108433134,31,0,5,0,0.161290322580645
"12390","chr3",108433135,108433509,31,0,6,0,0.193548387096774
"12391","chr3",108433510,108433587,25,0,0,0,0
"12392","chr6",108348309,108449095,31,0,0,0,0
"12393","chr14",108060736,108453679,31,0,0,0,0
"12394","chr14",108453680,108453754,31,0,0,0,0
"12395","chr6",108449096,108488254,31,0,0,0,0
"12396","chr6",108488255,108488816,31,1,0,0.032258064516129,0
"12397","chr1",107481820,108498269,31,0,0,0,0
"12398","chr15",108262433,108503831,31,0,0,0,0
"12399","chr15",108503832,108503957,31,0,0,0,0
"12400","chr14",108453755,108507120,31,0,0,0,0
"12401","chr14",108507121,108516919,31,0,0,0,0
"12402","chr14",108516920,108517744,31,1,0,0.032258064516129,0
"12403","chr15",108503958,108522292,31,0,0,0,0
"12404","chr15",108522293,108528448,31,1,0,0.032258064516129,0
"12405","chr14",108517745,108532978,31,0,0,0,0
"12406","chr15",108528449,108534387,31,0,0,0,0
"12407","chr4",107851206,108538820,31,0,0,0,0
"12408","chr4",108538821,108539720,31,0,3,0,0.0967741935483871
"12409","chr15",108534388,108541165,31,0,0,0,0
"12410","chr1",108498270,108568106,31,1,0,0.032258064516129,0
"12411","chr1",108568107,108575858,31,7,0,0.225806451612903,0
"12412","chr10",108430786,108615779,31,0,0,0,0
"12413","chr10",108615780,108616746,31,0,0,0,0
"12414","chr10",108616747,108677309,31,0,0,0,0
"12415","chr8",107835548,108704998,31,0,0,0,0
"12416","chr4",108539721,108722603,31,0,0,0,0
"12417","chr4",108722604,108722678,31,0,1,0,0.032258064516129
"12418","chr4",108722679,108722753,31,0,2,0,0.0645161290322581
"12419","chr4",108722754,108722903,31,0,6,0,0.193548387096774
"12420","chr4",108722904,108725783,31,0,7,0,0.225806451612903
"12421","chr10",108677310,108733782,31,0,0,0,0
"12422","chr1",108575859,108761364,31,0,0,0,0
"12423","chr1",108761365,108761454,31,0,1,0,0.032258064516129
"12424","chr10",108733783,108763710,31,0,0,0,0
"12425","chr1",108761455,108764169,31,0,3,0,0.0967741935483871
"12426","chr6",108488817,108785148,31,0,0,0,0
"12427","chr5",108086380,108800490,31,0,0,0,0
"12428","chr5",108800491,108803416,31,0,25,0,0.806451612903226
"12429","chr5",108803417,108806374,31,0,10,0,0.32258064516129
"12430","chr15",108541166,108821201,31,0,0,0,0
"12431","chr6",108785149,108823260,31,0,0,0,0
"12432","chr8",108704999,108850425,31,0,0,0,0
"12433","chr13",104898510,108857746,31,0,0,0,0
"12434","chr13",108857747,108871796,31,0,0,0,0
"12435","chr8",108850426,108949630,31,0,0,0,0
"12436","chr15",108821202,108964979,31,0,0,0,0
"12437","chr15",108964980,108978228,31,0,0,0,0
"12438","chr8",108949631,108978496,31,0,0,0,0
"12439","chr13",108871797,109008757,31,0,0,0,0
"12440","chr6",108823261,109031062,31,0,0,0,0
"12441","chr6",109031063,109039750,31,0,0,0,0
"12442","chr7",107408321,109049934,31,0,0,0,0
"12443","chr13",109008758,109051508,31,0,0,0,0
"12444","chr13",109051509,109052183,31,0,0,0,0
"12445","chr1",108764170,109071243,31,0,0,0,0
"12446","chr1",109071244,109073156,31,0,3,0,0.0967741935483871
"12447","chr10",108763711,109073218,31,0,0,0,0
"12448","chr10",109073219,109084608,31,0,0,0,0
"12449","chr6",109039751,109092080,31,0,0,0,0
"12450","chr1",109073157,109101918,31,0,0,0,0
"12451","chr6",109092081,109109182,31,0,0,0,0
"12452","chr10",109084609,109164913,31,0,0,0,0
"12453","chr7",109049935,109199526,31,3,0,0.0967741935483871,0
"12454","chr6",109109183,109200386,31,0,0,0,0
"12455","chr7",109199527,109216791,31,3,0,0.0967741935483871,0
"12456","chr2",107253640,109222657,31,0,0,0,0
"12457","chr6",109200387,109244131,31,0,0,0,0
"12458","chr13",109052184,109258832,31,0,0,0,0
"12459","chr13",109258833,109279577,31,0,0,0,0
"12460","chr6",109244132,109285163,31,0,0,0,0
"12461","chr1",109101919,109288273,31,0,0,0,0
"12462","chr1",109288274,109299227,31,0,0,0,0
"12463","chr1",109299228,109299312,31,0,2,0,0.0645161290322581
"12464","chr1",109299313,109299387,31,0,5,0,0.161290322580645
"12465","chr1",109299388,109307531,31,0,7,0,0.225806451612903
"12466","chr7",109216792,109308067,31,3,0,0.0967741935483871,0
"12467","chr1",109307532,109308335,31,0,6,0,0.193548387096774
"12468","chr7",109308068,109309460,31,2,0,0.0645161290322581,0
"12469","chr7",109309461,109315698,31,1,0,0.032258064516129,0
"12470","chr3",108433588,109323127,31,0,0,0,0
"12471","chr3",109323128,109324405,31,3,0,0.0967741935483871,0
"12472","chr10",109164914,109331120,31,0,0,0,0
"12473","chr6",109285164,109337562,31,0,0,0,0
"12474","chr6",109337563,109341815,31,0,0,0,0
"12475","chr6",109341816,109341965,31,0,0,0,0
"12476","chr7",109315699,109377643,31,0,0,0,0
"12477","chr2",109222658,109377863,31,0,0,0,0
"12478","chr7",109377644,109378018,31,2,0,0.0645161290322581,0
"12479","chr10",109331121,109381214,31,0,0,0,0
"12480","chr15",108978229,109387403,31,0,0,0,0
"12481","chr15",109387404,109387778,31,0,0,0,0
"12482","chr6",109341966,109389041,31,0,0,0,0
"12483","chr10",109381215,109398058,31,0,0,0,0
"12484","chr13",109279578,109405312,31,0,0,0,0
"12485","chr2",109377864,109410605,31,0,0,0,0
"12486","chr10",109398059,109415212,31,0,0,0,0
"12487","chr8",108978497,109417094,31,0,0,0,0
"12488","chr8",109417095,109417244,31,0,0,0,0
"12489","chr13",109405313,109418931,31,0,0,0,0
"12490","chr13",109418932,109420229,31,0,0,0,0
"12491","chr3",109324406,109423933,31,0,0,0,0
"12492","chr10",109415213,109424303,31,1,0,0.032258064516129,0
"12493","chr8",109417245,109427210,31,0,0,0,0
"12494","chr15",109387779,109453210,31,0,0,0,0
"12495","chr8",109427211,109454282,31,0,0,0,0
"12496","chr13",109420230,109456032,31,0,0,0,0
"12497","chr8",109454283,109456840,31,1,0,0.032258064516129,0
"12498","chr8",109456841,109465672,31,0,0,0,0
"12499","chr4",108725784,109482645,31,0,0,0,0
"12500","chr4",109482646,109482720,31,0,4,0,0.129032258064516
"12501","chr4",109482721,109485417,31,0,5,0,0.161290322580645
"12502","chr4",109485418,109485434,26,0,0,0,0
"12503","chr4",109485435,109490764,31,0,0,0,0
"12504","chr4",109490765,109493853,31,0,5,0,0.161290322580645
"12505","chr4",109493854,109494362,31,0,1,0,0.032258064516129
"12506","chr10",109424304,109521430,31,0,0,0,0
"12507","chr10",109521431,109521580,31,1,0,0.032258064516129,0
"12508","chr10",109521581,109529322,31,2,0,0.0645161290322581,0
"12509","chr10",109529323,109529547,31,1,0,0.032258064516129,0
"12510","chr10",109529548,109561397,31,0,0,0,0
"12511","chr1",109308336,109580615,31,0,0,0,0
"12512","chr6",109389042,109585679,31,0,0,0,0
"12513","chr8",109465673,109596230,31,0,0,0,0
"12514","chr10",109561398,109610183,31,0,0,0,0
"12515","chr1",109580616,109616776,31,7,0,0.225806451612903,0
"12516","chr1",109616777,109616858,31,4,0,0.129032258064516,0
"12517","chr1",109616859,109621082,31,1,0,0.032258064516129,0
"12518","chr1",109621083,109667996,31,0,0,0,0
"12519","chr8",109596231,109669128,31,0,0,0,0
"12520","chr8",109669129,109684330,31,0,0,0,0
"12521","chr8",109684331,109684630,31,0,0,0,0
"12522","chr8",109684631,109686007,31,0,0,0,0
"12523","chr1",109667997,109698004,31,0,0,0,0
"12524","chr6",109585680,109701952,31,0,0,0,0
"12525","chr3",109423934,109782367,31,0,0,0,0
"12526","chr3",109782368,109783567,31,2,0,0.0645161290322581,0
"12527","chr3",109783568,109783717,31,1,0,0.032258064516129,0
"12528","chr1",109698005,109793653,31,0,0,0,0
"12529","chr1",109793654,109793728,31,0,0,0,0
"12530","chr1",109793729,109807110,31,0,0,0,0
"12531","chr1",109807111,109807185,31,0,0,0,0
"12532","chr10",109610184,109851406,31,0,0,0,0
"12533","chr10",109851407,109851631,31,1,0,0.032258064516129,0
"12534","chr10",109851632,109852456,31,2,0,0.0645161290322581,0
"12535","chr10",109852457,109852906,31,1,0,0.032258064516129,0
"12536","chr10",109852907,109883964,31,0,0,0,0
"12537","chr6",109701953,109933629,31,0,0,0,0
"12538","chr6",109933630,109939577,31,0,0,0,0
"12539","chr6",109939578,109975374,31,0,0,0,0
"12540","chr15",109453211,109985442,31,0,0,0,0
"12541","chr15",109985443,109985517,31,1,0,0.032258064516129,0
"12542","chr15",109985518,109991775,31,4,0,0.129032258064516,0
"12543","chr15",109991776,109991850,31,5,0,0.161290322580645,0
"12544","chr15",109991851,109992075,31,6,0,0.193548387096774,0
"12545","chr15",109992076,109994055,31,7,0,0.225806451612903,0
"12546","chr15",109994056,109998201,31,4,0,0.129032258064516,0
"12547","chr6",109975375,110011311,31,0,0,0,0
"12548","chr10",109883965,110014660,31,0,0,0,0
"12549","chr10",110014661,110031206,31,0,0,0,0
"12550","chr15",109998202,110183669,31,0,0,0,0
"12551","chr15",110183670,110184119,31,5,0,0.161290322580645,0
"12552","chr3",109783718,110299484,31,0,0,0,0
"12553","chr3",110299485,110336805,31,0,0,0,0
"12554","chr2",109410606,110359743,31,0,0,0,0
"12555","chr5",108806375,110371114,31,0,0,0,0
"12556","chr5",110371115,110371414,31,0,5,0,0.161290322580645
"12557","chr10",110031207,110410565,31,0,0,0,0
"12558","chr10",110410566,110412649,31,1,4,0.032258064516129,0.129032258064516
"12559","chr10",110412650,110412724,31,0,4,0,0.129032258064516
"12560","chr10",110412725,110412803,31,0,3,0,0.0967741935483871
"12561","chr7",109378019,110453863,31,0,0,0,0
"12562","chr7",110453864,110454013,31,1,0,0.032258064516129,0
"12563","chr7",110454014,110454088,31,3,1,0.0967741935483871,0.032258064516129
"12564","chr7",110454089,110456858,31,4,1,0.129032258064516,0.032258064516129
"12565","chr2",110359744,110459690,31,0,0,0,0
"12566","chr10",110412804,110469027,31,0,0,0,0
"12567","chr10",110469028,110550683,31,0,0,0,0
"12568","chr10",110550684,110550983,31,0,2,0,0.0645161290322581
"12569","chr13",109456033,110579625,31,0,0,0,0
"12570","chr13",110579626,110649764,31,7,0,0.225806451612903,0
"12571","chr14",108532979,110656925,31,0,0,0,0
"12572","chr14",110656926,110662241,31,0,0,0,0
"12573","chr14",110662242,110678875,31,0,0,0,0
"12574","chr14",110678876,110681219,31,0,0,0,0
"12575","chr14",110681220,110683094,31,0,0,0,0
"12576","chr14",110683095,110692394,31,0,0,0,0
"12577","chr10",110550984,110713349,31,0,0,0,0
"12578","chr10",110713350,110745267,31,0,0,0,0
"12579","chr9",107809197,110768113,31,0,0,0,0
"12580","chr6",110011312,110787909,31,0,0,0,0
"12581","chr3",110336806,110808827,31,0,0,0,0
"12582","chr5",110371415,110862975,31,0,0,0,0
"12583","chr5",110862976,110872820,31,2,0,0.0645161290322581,0
"12584","chr5",110872821,110876658,31,1,0,0.032258064516129,0
"12585","chr6",110787910,110886751,31,0,0,0,0
"12586","chr6",110886752,110888278,31,0,0,0,0
"12587","chr6",110888279,110888353,31,0,0,0,0
"12588","chr6",110888354,110927888,31,1,0,0.032258064516129,0
"12589","chr6",110927889,110928192,31,0,0,0,0
"12590","chr6",110928193,110928823,31,0,0,0,0
"12591","chr9",110768114,110929671,31,0,0,0,0
"12592","chr9",110929672,110930796,31,0,0,0,0
"12593","chr9",110930797,110936202,31,1,0,0.032258064516129,0
"12594","chr9",110936203,110936277,31,2,0,0.0645161290322581,0
"12595","chr9",110936278,110936352,31,6,0,0.193548387096774,0
"12596","chr9",110936353,110936502,31,8,0,0.258064516129032,0
"12597","chr9",110936503,110936577,31,9,0,0.290322580645161,0
"12598","chr9",110936578,110937371,31,12,0,0.387096774193548,0
"12599","chr9",110937372,110937748,31,11,0,0.354838709677419,0
"12600","chr9",110937749,110937823,31,6,0,0.193548387096774,0
"12601","chr9",110937824,110937973,31,4,0,0.129032258064516,0
